ZDB-GENE-030131-7470	wu:fj19g03		wu:fj19g03	
ZDB-GENE-030131-7472	wu:fj19h04		wu:fj19h04	
ZDB-GENE-030131-7473	wu:fj20a04		wu:fj20a04	
ZDB-GENE-030131-7474	wu:fj20b01		wu:fj20b01	
ZDB-GENE-030131-7475	wu:fj20b03		wu:fj20b03	
ZDB-GENE-030131-7476	vsig10		V-set and immunoglobulin domain containing 10	
ZDB-GENE-030131-7479	rpl23a		ribosomal protein L23a	
ZDB-GENE-030131-7480	wu:fj20f01		wu:fj20f01	
ZDB-GENE-030131-7482	wu:fj20f10		wu:fj20f10	
ZDB-GENE-030131-7483	wu:fj20g12		wu:fj20g12	
ZDB-GENE-030131-7484	wu:fj20h02		wu:fj20h02	
ZDB-GENE-030131-7485	wu:fj20h08		wu:fj20h08	
ZDB-GENE-030131-7486	wu:fj21a02		wu:fj21a02	
ZDB-GENE-030131-7487	amot		angiomotin	
ZDB-GENE-030131-7489	tmc4		transmembrane channel-like 4	
ZDB-GENE-030131-7490	wu:fj21b03		wu:fj21b03	
ZDB-GENE-030131-7491	nrsn1		neurensin 1	
ZDB-GENE-030131-7493	wu:fj21e07		wu:fj21e07	
ZDB-GENE-030131-7495	wu:fj21f04		wu:fj21f04	
ZDB-GENE-030131-7496	trak2		trafficking protein, kinesin binding 2	
ZDB-GENE-030131-7497	wu:fj21g05		wu:fj21g05	
ZDB-GENE-030131-7498	wu:fj21h01		wu:fj21h01	
ZDB-GENE-030131-7499	tec		tec protein tyrosine kinase	
ZDB-GENE-030131-75	hm:zeh0993		hm:zeh0993	
ZDB-GENE-030131-7500	wu:fj21h11		wu:fj21h11	
ZDB-GENE-030131-7503	nkl.4		NK-lysin tandem duplicate 4	
ZDB-GENE-030131-7506	wu:fj22c11		wu:fj22c11	
ZDB-GENE-030131-751	tctn2		tectonic family member 2	
ZDB-GENE-030131-7510	kat8		K(lysine) acetyltransferase 8	
ZDB-GENE-030131-7511	wu:fj22e05		wu:fj22e05	
ZDB-GENE-030131-7512	si:dkeyp-75h12.2		si:dkeyp-75h12.2	
ZDB-GENE-030131-7513	ptpn6		protein tyrosine phosphatase, non-receptor type 6	
ZDB-GENE-030131-7514	wu:fj22f07		wu:fj22f07	
ZDB-GENE-030131-7515	wu:fj22f08		wu:fj22f08	
ZDB-GENE-030131-7516	wu:fj22f09		wu:fj22f09	
ZDB-GENE-030131-7517	dsela		dermatan sulfate epimerase-like a	
ZDB-GENE-030131-7518	arl3		ADP-ribosylation factor-like 3	
ZDB-GENE-030131-752	wu:fb44g06		wu:fb44g06	
ZDB-GENE-030131-7520	wu:fj22h05		wu:fj22h05	
ZDB-GENE-030131-7521	wu:fj22h12		wu:fj22h12	
ZDB-GENE-030131-7523	bcl6ab		B-cell CLL/lymphoma 6a, genome duplicate b	
ZDB-GENE-030131-7526	wu:fj23b10		wu:fj23b10	
ZDB-GENE-030131-7527	wu:fj23b11		wu:fj23b11	
ZDB-GENE-030131-7528	si:dkey-151g10.6		si:dkey-151g10.6	
ZDB-GENE-030131-7531	dsg2.1		desmoglein 2, tandem duplicate 1	
ZDB-GENE-030131-7533	wu:fj23g12		wu:fj23g12	
ZDB-GENE-030131-7534	wu:fj23h05		wu:fj23h05	
ZDB-GENE-030131-7536	wu:fj24b05		wu:fj24b05	
ZDB-GENE-030131-7540	zgc:198419		zgc:198419	
ZDB-GENE-030131-7544	wu:fj24g01		wu:fj24g01	
ZDB-GENE-030131-7546	wu:fj24h11		wu:fj24h11	
ZDB-GENE-030131-755	si:dkeyp-113d7.1		si:dkeyp-113d7.1	
ZDB-GENE-030131-7550	wu:fj29c05		wu:fj29c05	
ZDB-GENE-030131-7553	wu:fj29e05		wu:fj29e05	
ZDB-GENE-030131-7557	wu:fj29h10		wu:fj29h10	
ZDB-GENE-030131-7558	wu:fj29h11		wu:fj29h11	
ZDB-GENE-030131-7559	wu:fj30a12		wu:fj30a12	
ZDB-GENE-030131-756	wu:fb47c03		wu:fb47c03	
ZDB-GENE-030131-7562	wu:fj30b12		wu:fj30b12	
ZDB-GENE-030131-7564	sdhaf2		succinate dehydrogenase complex assembly factor 2	
ZDB-GENE-030131-7566	wu:fj30f03		wu:fj30f03	
ZDB-GENE-030131-7567	wu:fj30f06		wu:fj30f06	
ZDB-GENE-030131-7568	cldnd1a		claudin domain containing 1a	
ZDB-GENE-030131-757	wu:fb47e03		wu:fb47e03	
ZDB-GENE-030131-7570	rgs5a		regulator of G-protein signaling 5a	
ZDB-GENE-030131-7571	wu:fj30h07		wu:fj30h07	
ZDB-GENE-030131-7573	wu:fj32a06		wu:fj32a06	
ZDB-GENE-030131-7576	wu:fj32a12		wu:fj32a12	
ZDB-GENE-030131-7577	zfhx3		zinc finger homeobox 3	
ZDB-GENE-030131-7580	wu:fj32d07		wu:fj32d07	
ZDB-GENE-030131-7582	rogdi		rogdi homolog (Drosophila)	
ZDB-GENE-030131-7585	wu:fj32f09		wu:fj32f09	
ZDB-GENE-030131-7590	rcvrn2		recoverin 2	
ZDB-GENE-030131-7591	rbp4l		retinol binding protein 4, like	
ZDB-GENE-030131-7592	wu:fk53b01		wu:fk53b01	
ZDB-GENE-030131-7594	camk1ga		calcium/calmodulin-dependent protein kinase IGa	
ZDB-GENE-030131-7595	gngt2a		guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2a	
ZDB-GENE-030131-7596	gngt1		guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1	
ZDB-GENE-030131-7599	wu:fk53e01		wu:fk53e01	
ZDB-GENE-030131-76	hm:zeh1018		hm:zeh1018	
ZDB-GENE-030131-760	ip6k2a		inositol hexakisphosphate kinase 2a	
ZDB-GENE-030131-7600	wu:fk53f01		wu:fk53f01	
ZDB-GENE-030131-7601	si:ch73-370c12.1		si:ch73-370c12.1	
ZDB-GENE-030131-7603	WITHDRAWN:wu:fk54a10		WITHDRAWN:wu:fk54a10	
ZDB-GENE-030131-7606	wu:fk54b10		wu:fk54b10	
ZDB-GENE-030131-7607	wu:fk54d01		wu:fk54d01	
ZDB-GENE-030131-7608	WITHDRAWN:wu:fk54d07		WITHDRAWN:wu:fk54d07	
ZDB-GENE-030131-7610	wu:fk54e06		wu:fk54e06	
ZDB-GENE-030131-7611	wu:fk54e10		wu:fk54e10	
ZDB-GENE-030131-7612	wu:fk54f12		wu:fk54f12	
ZDB-GENE-030131-7613	WITHDRAWN:wu:fk54g02		WITHDRAWN:wu:fk54g02	
ZDB-GENE-030131-7615	WITHDRAWN:wu:fk54g07		WITHDRAWN:wu:fk54g07	
ZDB-GENE-030131-7616	wu:fk54g08		wu:fk54g08	
ZDB-GENE-030131-7617	wu:fk54g09		wu:fk54g09	
ZDB-GENE-030131-7619	wu:fk55d01		wu:fk55d01	
ZDB-GENE-030131-7620	wu:fk55g03		wu:fk55g03	
ZDB-GENE-030131-7623	wu:fk56b02		wu:fk56b02	
ZDB-GENE-030131-7625	lactbl1a		lactamase, beta-like 1a	
ZDB-GENE-030131-7626	si:ch211-195b13.1		si:ch211-195b13.1	
ZDB-GENE-030131-7627	wu:fk56d04		wu:fk56d04	
ZDB-GENE-030131-7630	zgc:162144		zgc:162144	
ZDB-GENE-030131-7632	wu:fk56g06		wu:fk56g06	
ZDB-GENE-030131-7633	wu:fk57b04		wu:fk57b04	
ZDB-GENE-030131-7635	unc119.2		unc-119 lipid binding chaperone B homolog 2	
ZDB-GENE-030131-7636	wu:fk57e03		wu:fk57e03	
ZDB-GENE-030131-7637	lbhl		limb bud and heart development, like	
ZDB-GENE-030131-7638	twf2a		twinfilin actin-binding protein 2a	
ZDB-GENE-030131-7640	wu:fk57g12		wu:fk57g12	
ZDB-GENE-030131-7641	wu:fk57h01		wu:fk57h01	
ZDB-GENE-030131-7644	wu:fk58b01		wu:fk58b01	
ZDB-GENE-030131-7645	wu:fk58b12		wu:fk58b12	
ZDB-GENE-030131-7647	ptmaa		prothymosin, alpha a	
ZDB-GENE-030131-7649	atp5d		ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	
ZDB-GENE-030131-7650	wu:fk59b01		wu:fk59b01	
ZDB-GENE-030131-7651	wu:fk59b04		wu:fk59b04	
ZDB-GENE-030131-7652	wu:fk59b05		wu:fk59b05	
ZDB-GENE-030131-7654	wu:fk59c05		wu:fk59c05	
ZDB-GENE-030131-7655	mdh1ab		malate dehydrogenase 1Ab, NAD (soluble)	
ZDB-GENE-030131-7656	nme2a		NME/NM23 nucleoside diphosphate kinase 2a	
ZDB-GENE-030131-7657	wu:fk59e06		wu:fk59e06	
ZDB-GENE-030131-7660	cops3		COP9 signalosome subunit 3	
ZDB-GENE-030131-7661	cited4a		Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4a	
ZDB-GENE-030131-7662	dfna5b		deafness, autosomal dominant 5 b	
ZDB-GENE-030131-7663	tmem63bb		transmembrane protein 63Bb	
ZDB-GENE-030131-7664	si:ch211-176g13.7		si:ch211-176g13.7	
ZDB-GENE-030131-7667	lgals3a		lectin, galactoside binding soluble 3a	
ZDB-GENE-030131-767	wu:fb48a01		wu:fb48a01	
ZDB-GENE-030131-7671	wu:fk61g04		wu:fk61g04	
ZDB-GENE-030131-7672	elovl4b		ELOVL fatty acid elongase 4b	
ZDB-GENE-030131-7676	usp14		ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase)	
ZDB-GENE-030131-7677	nfil3-5		nuclear factor, interleukin 3 regulated, member 5	
ZDB-GENE-030131-7680	wu:fk63g07		wu:fk63g07	
ZDB-GENE-030131-7681	rapgef5a		Rap guanine nucleotide exchange factor (GEF) 5a	
ZDB-GENE-030131-7685	si:dkeyp-118b1.2		si:dkeyp-118b1.2	
ZDB-GENE-030131-769	wu:fb48a08		wu:fb48a08	
ZDB-GENE-030131-7691	cox7a3		cytochrome c oxidase subunit VIIa polypeptide 3	
ZDB-GENE-030131-7696	wrb		tryptophan rich basic protein	
ZDB-GENE-030131-7697	ns:zf-a112		ns:zf-a112	
ZDB-GENE-030131-7698	gtf3ab		general transcription factor IIIA, b	
ZDB-GENE-030131-7699	ns:zf-a144		ns:zf-a144	
ZDB-GENE-030131-770	wu:fb48c04		wu:fb48c04	
ZDB-GENE-030131-7701	ns:zf-a196		ns:zf-a196	
ZDB-GENE-030131-7703	ns:zf-a220		ns:zf-a220	
ZDB-GENE-030131-7705	ns:zf-a329		ns:zf-a329	
ZDB-GENE-030131-7706	ns:zf-a331		ns:zf-a331	
ZDB-GENE-030131-7708	ns:zf-a398		ns:zf-a398	
ZDB-GENE-030131-7710	ns:zf-e131		ns:zf-e131	
ZDB-GENE-030131-7712	ns:zf-e196		ns:zf-e196	
ZDB-GENE-030131-7713	ns:zf-e221		ns:zf-e221	
ZDB-GENE-030131-7714	ns:zf-e239		ns:zf-e239	
ZDB-GENE-030131-7715	cox6a1		cytochrome c oxidase subunit VIa polypeptide 1	
ZDB-GENE-030131-7716	ns:zf-e254		ns:zf-e254	
ZDB-GENE-030131-7717	ns:zf-e264		ns:zf-e264	
ZDB-GENE-030131-7718	ns:zf-e279		ns:zf-e279	
ZDB-GENE-030131-7719	ns:zf-e326		ns:zf-e326	
ZDB-GENE-030131-772	wu:fb48d02		wu:fb48d02	
ZDB-GENE-030131-7721	ns:zf-e397		ns:zf-e397	
ZDB-GENE-030131-7722	si:busm1-118j2.5		si:busm1-118j2.5	
ZDB-GENE-030131-7724	ns:zf-e481		ns:zf-e481	
ZDB-GENE-030131-7726	ns:zf-e524		ns:zf-e524	
ZDB-GENE-030131-7727	ns:zf-e529		ns:zf-e529	
ZDB-GENE-030131-7728	ns:zf-e540		ns:zf-e540	
ZDB-GENE-030131-7729	ns:zf-e549		ns:zf-e549	
ZDB-GENE-030131-773	wu:fb48d04		wu:fb48d04	
ZDB-GENE-030131-7731	ns:zf-es106		ns:zf-es106	
ZDB-GENE-030131-7732	crygmx		crystallin, gamma MX	
ZDB-GENE-030131-7733	ns:zf-es31		ns:zf-es31	
ZDB-GENE-030131-7735	ns:zf-es43		ns:zf-es43	
ZDB-GENE-030131-7737	rps11b		ribosomal protein S11b	
ZDB-GENE-030131-7738	mg:cb03b06		mg:cb03b06	
ZDB-GENE-030131-774	cth		cystathionase (cystathionine gamma-lyase)	
ZDB-GENE-030131-7740	wu:fj33a02		wu:fj33a02	
ZDB-GENE-030131-7741	zgc:65894		zgc:65894	
ZDB-GENE-030131-7742	sod2		superoxide dismutase 2, mitochondrial	
ZDB-GENE-030131-7745	arhgef9b		Cdc42 guanine nucleotide exchange factor (GEF) 9b	
ZDB-GENE-030131-775	sulf2b		sulfatase 2b	
ZDB-GENE-030131-7750	wu:fj33d02		wu:fj33d02	
ZDB-GENE-030131-7751	slain1a		SLAIN motif family, member 1a	
ZDB-GENE-030131-7752	wu:fj33d06		wu:fj33d06	
ZDB-GENE-030131-7753	vps36		vacuolar protein sorting 36 homolog (S. cerevisiae)	
ZDB-GENE-030131-7754	tbc1d10b		TBC1 domain family, member 10b	
ZDB-GENE-030131-7755	wu:fj33d12		wu:fj33d12	
ZDB-GENE-030131-7758	wu:fj33e10		wu:fj33e10	
ZDB-GENE-030131-7762	naa38		N(alpha)-acetyltransferase 38, NatC auxiliary subunit	
ZDB-GENE-030131-7763	chic1		cysteine-rich hydrophobic domain 1	
ZDB-GENE-030131-7764	aqp1a.1		aquaporin 1a (Colton blood group), tandem duplicate 1	
ZDB-GENE-030131-7765	wu:fj33g09		wu:fj33g09	
ZDB-GENE-030131-7768	wu:fj33h07		wu:fj33h07	
ZDB-GENE-030131-7769	wu:fj33h12		wu:fj33h12	
ZDB-GENE-030131-7770	wu:fj34a03		wu:fj34a03	
ZDB-GENE-030131-7771	wu:fj34a07		wu:fj34a07	
ZDB-GENE-030131-7773	gas6		growth arrest-specific 6	
ZDB-GENE-030131-7774	wu:fj34b01		wu:fj34b01	
ZDB-GENE-030131-7777	si:ch211-154o6.4		si:ch211-154o6.4	
ZDB-GENE-030131-7778	otofa		otoferlin a	
ZDB-GENE-030131-7779	slc1a2b		solute carrier family 1 (glial high affinity glutamate transporter), member 2b	
ZDB-GENE-030131-778	pola2		polymerase (DNA directed), alpha 2	
ZDB-GENE-030131-7781	lrrfip2		leucine rich repeat (in FLII) interacting protein 2	
ZDB-GENE-030131-7782	cnbpb		CCHC-type zinc finger, nucleic acid binding protein b	
ZDB-GENE-030131-7783	wu:fj34c04		wu:fj34c04	
ZDB-GENE-030131-7785	tsc22d1		TSC22 domain family, member 1	
ZDB-GENE-030131-7786	wu:fj34d06		wu:fj34d06	
ZDB-GENE-030131-7787	tspan3a		tetraspanin 3a	
ZDB-GENE-030131-7788	wu:fj34d09		wu:fj34d09	
ZDB-GENE-030131-779	ywhae1		tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide 1	
ZDB-GENE-030131-7791	prmt8b		protein arginine methyltransferase 8b	
ZDB-GENE-030131-7795	wu:fj34g03		wu:fj34g03	
ZDB-GENE-030131-7797	chpf2		chondroitin polymerizing factor 2	
ZDB-GENE-030131-780	cdh15		cadherin 15, type 1, M-cadherin (myotubule)	
ZDB-GENE-030131-7800	wu:fj34h09		wu:fj34h09	
ZDB-GENE-030131-7802	fasn		fatty acid synthase	
ZDB-GENE-030131-7803	wu:fj35a03		wu:fj35a03	
ZDB-GENE-030131-7805	ctxn2		cortexin 2	
ZDB-GENE-030131-7806	itm2cb		integral membrane protein 2Cb	
ZDB-GENE-030131-7809	irf2bp2a		interferon regulatory factor 2 binding protein 2a	
ZDB-GENE-030131-7811	fam78bb		family with sequence similarity 78, member B b	
ZDB-GENE-030131-7813	wu:fj35e03		wu:fj35e03	
ZDB-GENE-030131-7818	wu:fj35f12		wu:fj35f12	
ZDB-GENE-030131-782	wu:fb48g06		wu:fb48g06	
ZDB-GENE-030131-7824	kidins220b		kinase D-interacting substrate 220b	
ZDB-GENE-030131-7826	si:dkey-31f5.11		si:dkey-31f5.11	
ZDB-GENE-030131-7828	kdm1a		lysine (K)-specific demethylase 1a	
ZDB-GENE-030131-7829	wu:fj36a07		wu:fj36a07	
ZDB-GENE-030131-7830	wu:fj36a11		wu:fj36a11	
ZDB-GENE-030131-7831	mylipa		myosin regulatory light chain interacting protein a	
ZDB-GENE-030131-7832	emsy		EMSY BRCA2-interacting transcriptional repressor	
ZDB-GENE-030131-7837	dnaja3a		DnaJ (Hsp40) homolog, subfamily A, member 3A	
ZDB-GENE-030131-7839	htr6		5-hydroxytryptamine (serotonin) receptor 6	
ZDB-GENE-030131-784	wu:fb48g11		wu:fb48g11	
ZDB-GENE-030131-7841	wu:fj36c11		wu:fj36c11	
ZDB-GENE-030131-7844	klf15		Kruppel-like factor 15	
ZDB-GENE-030131-7847	lrp11		low density lipoprotein receptor-related protein 11	
ZDB-GENE-030131-7848	ccdc6a		coiled-coil domain containing 6a	
ZDB-GENE-030131-785	wu:fb48g12		wu:fb48g12	
ZDB-GENE-030131-7850	anp32a		acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	
ZDB-GENE-030131-7851	wu:fj36f04		wu:fj36f04	
ZDB-GENE-030131-7854	wu:fj36f11		wu:fj36f11	
ZDB-GENE-030131-7856	adgrl3.1		adhesion G protein-coupled receptor L3.1	
ZDB-GENE-030131-7859	jun		jun proto-oncogene	
ZDB-GENE-030131-786	mat2b		methionine adenosyltransferase II, beta	
ZDB-GENE-030131-7860	clpp		caseinolytic mitochondrial matrix peptidase proteolytic subunit	
ZDB-GENE-030131-7861	wu:fj37c02		wu:fj37c02	
ZDB-GENE-030131-7863	pmchl		pro-melanin-concentrating hormone, like	
ZDB-GENE-030131-7864	sema3e		sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E	
ZDB-GENE-030131-7867	wu:fj37h01		wu:fj37h01	
ZDB-GENE-030131-7868	sept5a		septin 5a	
ZDB-GENE-030131-7869	si:rp71-1h20.5		si:rp71-1h20.5	
ZDB-GENE-030131-787	sptbn2		spectrin, beta, non-erythrocytic 2	
ZDB-GENE-030131-7870	wu:fj38b03		wu:fj38b03	
ZDB-GENE-030131-7871	cd59		CD59 molecule, complement regulatory protein	
ZDB-GENE-030131-7873	csnk1e		casein kinase 1, epsilon	
ZDB-GENE-030131-7879	wu:fj38e01		wu:fj38e01	
ZDB-GENE-030131-788	wu:fb48h07		wu:fb48h07	
ZDB-GENE-030131-7880	osgep		O-sialoglycoprotein endopeptidase	
ZDB-GENE-030131-7881	wu:fj38e08		wu:fj38e08	
ZDB-GENE-030131-7882	wu:fj38f11		wu:fj38f11	
ZDB-GENE-030131-7883	wu:fj38f12		wu:fj38f12	
ZDB-GENE-030131-7886	wu:fj38g12		wu:fj38g12	
ZDB-GENE-030131-7887	lrpprc		leucine-rich pentatricopeptide repeat containing	
ZDB-GENE-030131-7889	lrp1aa		low density lipoprotein receptor-related protein 1Aa	
ZDB-GENE-030131-7890	si:dkey-174n20.1		si:dkey-174n20.1	
ZDB-GENE-030131-7891	wu:fj39c07		wu:fj39c07	
ZDB-GENE-030131-7892	si:ch73-46j18.5		si:ch73-46j18.5	
ZDB-GENE-030131-7893	grm1a		glutamate receptor, metabotropic 1a	
ZDB-GENE-030131-7895	wu:fj39e03		wu:fj39e03	
ZDB-GENE-030131-7896	cpne2		copine II	
ZDB-GENE-030131-7897	wu:fj39e10		wu:fj39e10	
ZDB-GENE-030131-7898	wu:fj39f02		wu:fj39f02	
ZDB-GENE-030131-79	hm:zeh1122		hm:zeh1122	
ZDB-GENE-030131-790	wu:fb49a01		wu:fb49a01	
ZDB-GENE-030131-7901	wu:fj39g12		wu:fj39g12	
ZDB-GENE-030131-7902	wu:fj39h03		wu:fj39h03	
ZDB-GENE-030131-7903	wu:fj39h06		wu:fj39h06	
ZDB-GENE-030131-7904	wu:fj39h09		wu:fj39h09	
ZDB-GENE-030131-7905	ppfia2		protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2	
ZDB-GENE-030131-7906	wu:fj40a04		wu:fj40a04	
ZDB-GENE-030131-7907	wu:fj40a06		wu:fj40a06	
ZDB-GENE-030131-7908	wu:fj40c05		wu:fj40c05	
ZDB-GENE-030131-7909	zgc:162858		zgc:162858	
ZDB-GENE-030131-7910	si:dkeyp-94g1.1		si:dkeyp-94g1.1	
ZDB-GENE-030131-7914	si:dkeyp-75h12.5		si:dkeyp-75h12.5	
ZDB-GENE-030131-7915	srd5a3		steroid 5 alpha-reductase 3	
ZDB-GENE-030131-7917	got2b		glutamic-oxaloacetic transaminase 2b, mitochondrial	
ZDB-GENE-030131-7919	wu:fj40h12		wu:fj40h12	
ZDB-GENE-030131-792	ubxn1		UBX domain protein 1	
ZDB-GENE-030131-7921	si:ch1073-116k13.1		si:ch1073-116k13.1	
ZDB-GENE-030131-7922	wu:fj41b01		wu:fj41b01	
ZDB-GENE-030131-7925	wu:fj41e01		wu:fj41e01	
ZDB-GENE-030131-7927	wu:fj41f10		wu:fj41f10	
ZDB-GENE-030131-7928	rpn2		ribophorin II	
ZDB-GENE-030131-7929	wu:fj41g03		wu:fj41g03	
ZDB-GENE-030131-793	wu:fb49a07		wu:fb49a07	
ZDB-GENE-030131-7930	gypc		glycophorin C (Gerbich blood group)	
ZDB-GENE-030131-7933	wu:fj42a06		wu:fj42a06	
ZDB-GENE-030131-7935	wu:fj42b12		wu:fj42b12	
ZDB-GENE-030131-7937	il12bb		interleukin 12B, b	
ZDB-GENE-030131-7938	si:ch211-277g23.5		si:ch211-277g23.5	
ZDB-GENE-030131-7939	wu:fj42c12		wu:fj42c12	
ZDB-GENE-030131-794	wu:fb49a08		wu:fb49a08	
ZDB-GENE-030131-7943	wu:fj42e07		wu:fj42e07	
ZDB-GENE-030131-7946	wu:fj42f06		wu:fj42f06	
ZDB-GENE-030131-7947	wu:fj42g08		wu:fj42g08	
ZDB-GENE-030131-7948	wu:fj42g11		wu:fj42g11	
ZDB-GENE-030131-7949	supt6h		SPT6 homolog, histone chaperone	
ZDB-GENE-030131-7951	rcbtb1		regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1	
ZDB-GENE-030131-7957	si:dkey-193c22.1		si:dkey-193c22.1	
ZDB-GENE-030131-796	wu:fb49a11		wu:fb49a11	
ZDB-GENE-030131-7967	wu:fj43f07		wu:fj43f07	
ZDB-GENE-030131-7968	wu:fj43f10		wu:fj43f10	
ZDB-GENE-030131-7969	wu:fj43f12		wu:fj43f12	
ZDB-GENE-030131-7972	nell2a		neural EGFL like 2a	
ZDB-GENE-030131-7975	wu:fj44b09		wu:fj44b09	
ZDB-GENE-030131-7977	wu:fj44c03		wu:fj44c03	
ZDB-GENE-030131-7978	wu:fj44c04		wu:fj44c04	
ZDB-GENE-030131-798	wu:fb49b08		wu:fb49b08	
ZDB-GENE-030131-7983	si:ch211-101l18.9		si:ch211-101l18.9	
ZDB-GENE-030131-7985	wu:fj44g05		wu:fj44g05	
ZDB-GENE-030131-7987	wu:fj45a02		wu:fj45a02	
ZDB-GENE-030131-7989	wu:fj45e01		wu:fj45e01	
ZDB-GENE-030131-799	wu:fb49c01		wu:fb49c01	
ZDB-GENE-030131-7990	wu:fj45e09		wu:fj45e09	
ZDB-GENE-030131-7996	si:dkey-100j22.7		si:dkey-100j22.7	
ZDB-GENE-030131-7997	lrrc4.2		leucine rich repeat containing 4.2	
ZDB-GENE-030131-80	hm:zeh1131		hm:zeh1131	
ZDB-GENE-030131-8001	fam69c		family with sequence similarity 69, member C	
ZDB-GENE-030131-8002	wu:fj46a10		wu:fj46a10	
ZDB-GENE-030131-8003	atl1		atlastin GTPase 1	
ZDB-GENE-030131-8004	sema6a		sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	
ZDB-GENE-030131-8005	sdhb		succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	
ZDB-GENE-030131-8007	arf6a		ADP-ribosylation factor 6a	
ZDB-GENE-030131-8008	si:dkey-35i13.1		si:dkey-35i13.1	
ZDB-GENE-030131-8013	gria4b		glutamate receptor, ionotropic, AMPA 4b	
ZDB-GENE-030131-8014	wu:fj46h05		wu:fj46h05	
ZDB-GENE-030131-8015	crebzf		CREB/ATF bZIP transcription factor	
ZDB-GENE-030131-8016	wu:fj47a01		wu:fj47a01	
ZDB-GENE-030131-8019	dnajc18		DnaJ (Hsp40) homolog, subfamily C, member 18	
ZDB-GENE-030131-8020	wu:fj47b08		wu:fj47b08	
ZDB-GENE-030131-8022	ndst1b		N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1b	
ZDB-GENE-030131-8025	cart1		cocaine- and amphetamine-regulated transcript 1	
ZDB-GENE-030131-8026	nell2b		neural EGFL like 2b	
ZDB-GENE-030131-8029	si:dkey-105e17.1		si:dkey-105e17.1	
ZDB-GENE-030131-8032	cul2		cullin 2	
ZDB-GENE-030131-8033	wu:fj48a08		wu:fj48a08	
ZDB-GENE-030131-8039	bco2a		beta-carotene oxygenase 2a	
ZDB-GENE-030131-804	wu:fb49c12		wu:fb49c12	
ZDB-GENE-030131-8040	wu:fj48c04		wu:fj48c04	
ZDB-GENE-030131-8043	trim9		tripartite motif containing 9	
ZDB-GENE-030131-8047	ksr2		kinase suppressor of ras 2	
ZDB-GENE-030131-8048	cnksr2b		connector enhancer of kinase suppressor of Ras 2b	
ZDB-GENE-030131-8049	tcea1		transcription elongation factor A (SII), 1	
ZDB-GENE-030131-8055	wu:fj49a02		wu:fj49a02	
ZDB-GENE-030131-8058	wu:fj49b04		wu:fj49b04	
ZDB-GENE-030131-806	wu:fb49d08		wu:fb49d08	
ZDB-GENE-030131-8060	bnip3		BCL2/adenovirus E1B interacting protein 3	
ZDB-GENE-030131-8061	si:dkey-175g6.2		si:dkey-175g6.2	
ZDB-GENE-030131-8062	cox7c		cytochrome c oxidase, subunit VIIc	
ZDB-GENE-030131-8063	si:dkey-238d18.10		si:dkey-238d18.10	
ZDB-GENE-030131-8064	nkap		NFKB activating protein	
ZDB-GENE-030131-8068	cnot11		CCR4-NOT transcription complex, subunit 11	
ZDB-GENE-030131-8069	wu:fj49e11		wu:fj49e11	
ZDB-GENE-030131-8073	wu:fj49h03		wu:fj49h03	
ZDB-GENE-030131-8075	wu:fj51a05		wu:fj51a05	
ZDB-GENE-030131-8076	madd		MAP-kinase activating death domain	
ZDB-GENE-030131-8077	arhgap42a		Rho GTPase activating protein 42a	
ZDB-GENE-030131-8078	cd2ap		CD2-associated protein	
ZDB-GENE-030131-808	ctps1a		CTP synthase 1a	
ZDB-GENE-030131-8081	wu:fj51c11		wu:fj51c11	
ZDB-GENE-030131-8082	zgc:194678		zgc:194678	
ZDB-GENE-030131-8084	wu:fj51e11		wu:fj51e11	
ZDB-GENE-030131-8085	tarbp2		TAR (HIV) RNA binding protein 2	
ZDB-GENE-030131-8086	wu:fj51f06		wu:fj51f06	
ZDB-GENE-030131-8087	wu:fj51f08		wu:fj51f08	
ZDB-GENE-030131-8089	hapln2		hyaluronan and proteoglycan link protein 2	
ZDB-GENE-030131-809	wu:fb49f01		wu:fb49f01	
ZDB-GENE-030131-8092	atrnl1b		attractin-like 1b	
ZDB-GENE-030131-8093	utp11l		UTP11-like, U3 small nucleolar ribonucleoprotein (yeast)	
ZDB-GENE-030131-8095	wu:fj52a05		wu:fj52a05	
ZDB-GENE-030131-8097	grm2a		glutamate receptor, metabotropic 2a	
ZDB-GENE-030131-8098	wu:fj52d03		wu:fj52d03	
ZDB-GENE-030131-810	wu:fb49f03		wu:fb49f03	
ZDB-GENE-030131-8100	pclob		piccolo presynaptic cytomatrix protein b	
ZDB-GENE-030131-8101	wdr37		WD repeat domain 37	
ZDB-GENE-030131-8103	optn		optineurin	
