## FlyBase Gene Snapshot Report
## Generated: Fri Jan 27 16:03:04 2017
## Using datasource: dbi:Pg:dbname=fb_2017_01_reporting;host=flysql15;port=5432...
##FBgn_ID	GeneSymbol	GeneName	datestamp	gene_snapshot_text
FBgn0033856	CG13334	-		In progress.
FBgn0033855	link	link		In progress.
FBgn0033853	CG6145	-		In progress.
FBgn0033851	CG13332	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033850	CG13331	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033848	CG13330	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033846	mip120	Myb-interacting protein 120		In progress.
FBgn0033845	mars	mars		In progress.
FBgn0033844	bbc	bb in a boxcar		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033842	cbc	crowded by cid		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033836	CG18278	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033834	CG4744	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033830	CG10814	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033828	CG17048	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033827	CG17047	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033826	CG4734	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033821	CG10799	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033820	CG4716	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033819	CG4714	-		In progress.
FBgn0033818	CG4712	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033817	GstE14	Glutathione S transferase E14		Glutathione S transferase E14 (GstE14) is essential for ecdysone biosynthesis. GstE14 is thought to play a crucial role in regulating cholesterol intake and/or transport in the steroidogenic cells.
FBgn0033816	CG4679	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033815	CG4676	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033814	CG4670	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033813	fsd	fates-shifted		Fates-shifted is an F-box protein with a role in bcd gradient formation and fatemap specification through targeting bcd protein for ubiquitination and degradation.
FBgn0033812	Pex13	Peroxin 13		Peroxin 13 is a peroxisome protein that is important for sperm development.
FBgn0033810	CG4646	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033809	CG4630	-		In progress.
FBgn0033808	CG4627	-		In progress.
FBgn0033807	AQP	aquaporin		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033806	FLASH	FLICE-associated huge protein		FLICE-associated huge protein is a metazoan-specific protein that plays an essential role in 3' end processing of replication-dependent histone pre-mRNAs. It localizes to Histone Locus Bodies, which are microscopically detectable nuclear foci that form in the vicinity of histone gene clusters.
FBgn0033802	CG17724	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033799	GLaz	Glial Lazarillo		In progress.
FBgn0033798	CG15870	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033794	CG13326	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033793	CG3955	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033792	CG13325	-		In progress.
FBgn0033791	Drl-2	Derailed 2		In progress.
FBgn0033789	CG13324	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033788	CG13323	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033787	CG13321	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033785	Sans	Scaffold protein containing ankyrin repeats and SAM domain		Scaffold protein containing ankyrin repeats and SAM domain is a putative scaffolding protein containing three ankyrin repeats and a sterile alpha motif (SAM) domain.
FBgn0033784	SCCRO3	Squamous cell carcinoma-related oncogene 3		In progress.
FBgn0033783	CG17019	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033782	sug	sugarbabe		In progress.
FBgn0033781	CG13319	-		In progress.
FBgn0033778	CG3790	-		CG3790 is predicted to encode a carnitine transporter, which catalyzes the movement of acyl-carnitine across the inner mitochondrial membrane. It is essential for metabolism of long-chain fatty acids.
FBgn0033777	CG17574	-		In progress.
FBgn0033775	Cyp9h1	Cyp9h1		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033774	CG12374	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033773	Mos	Mos oncogene		In progress.
FBgn0033770	wuc	Wake-up-call		In progress.
FBgn0033769	CG8768	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033767	CG13148	-		In progress.
FBgn0033766	CG8771	-		In progress.
FBgn0033763	CG8646	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033762	ZnT49B	Zinc transporter 49B		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033761	CG8778	-		In progress.
FBgn0033760	CG8785	-		In progress.
FBgn0033757	muskelin	muskelin		In progress.
FBgn0033756	CG17760	-		In progress.
FBgn0033755	ClC-b	Chloride channel-b		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033754	Ak6	Adenylate kinase 6		Adenylate kinase 6 (Ak6) works as both adenylate kinase and ATPase. It is involved in the p53 and NF-kappaB pathways. Ak6 functions include the regulation of Cajal body assembly, histone transcription, 18SrRNA rRNA processing, cell growth and survival.
FBgn0033753	Cyp301a1	Cyp301a1		In progress.
FBgn0033752	CG8569	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033751	CG8818	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033750	CG13151	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033749	achi	achintya		Achintya is a homeodomain transcription factor (TGIF subclass), required along with homeodomain protein vis for meiotic division in spermatogenesis.
FBgn0033748	vis	vismay		In progress.
FBgn0033744	Dh44-R2	Diuretic hormone 44 receptor 2		In progress.
FBgn0033742	CG8550	-		In progress.
FBgn0033741	CG8545	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033740	dgt5	dim gamma-tubulin 5		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033739	Dyb	Dystrobrevin		In progress.
FBgn0033738	DUBAI	Deubiquitinating apoptotic inhibitor		In progress.
FBgn0033737	Nup54	Nucleoporin 54kD		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033736	CG13154	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033735	CG8525	-		In progress.
FBgn0033734	CG8520	-		In progress.
FBgn0033733	CG8834	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033732	CG13157	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033731	Cpr49Ah	Cuticular protein 49Ah		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033730	Cpr49Ag	Cuticular protein 49Ag		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033729	Cpr49Af	Cuticular protein 49Af		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033728	Cpr49Ae	Cuticular protein 49Ae		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033727	Or49a	Odorant receptor 49a		Odorant receptor 49a is a multi-transmembrane chemoreceptor that mediates response to volatile chemicals.
FBgn0033726	Cpr49Ad	Cuticular protein 49Ad		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033725	Cpr49Ac	Cuticular protein 49Ac		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033724	CG8501	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033723	CG13155	-		In progress.
FBgn0033721	CG13159	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033720	CG13160	-		In progress.
FBgn0033717	CG8839	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033716	Den1	Deneddylase 1		In progress.
FBgn0033715	CG8490	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033713	CG8841	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033712	mIF3	mitochondrial translation initiation factor 3		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033710	CG17739	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033708	CG8850	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033706	Vha36-2	Vacuolar H[+] ATPase 36kD subunit 2		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033705	CG13168	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033703	CG13170	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033702	CG8854	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034611	MFS16	Major Facilitator Superfamily Transporter 16		In progress.
FBgn0034606	ASPP	Ankyrin-repeat, SH3-domain, and Proline-rich-region containing Protein		In progress.
FBgn0034605	CG15661	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034602	Lapsyn	Leucine-rich repeat activity-regulated protein at synapses		In progress.
FBgn0034601	CG4286	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034599	hng1	hinge1		In progress.
FBgn0034598	CG4266	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034595	CG15657	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034592	CG9406	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034590	Magi	Magi		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034588	CG9394	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034585	Rbpn-5	Rabaptin-5		In progress.
FBgn0034583	CG10527	-		In progress.
FBgn0033701	CG13171	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033699	RpS11	Ribosomal protein S11		In progress.
FBgn0033698	CG8858	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033697	Cyp6t3	Cyp6t3		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033696	Cyp6g2	Cyp6g2		In progress.
FBgn0033693	CG13175	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033692	wash	washout		Washout is a Wiskott-Aldrich syndrome protein that polymerizes branched actin through activation of the Arp2/3 complex, as well as bundles and/or crosslinks actin and microtubules. It functions as a downstream effector of Rho1 in a context dependent manner and is involved in  nuclear and cytoplasmic cytoskeleton related cellular processes, including ooplasmic streaming, endosome recycing, hemocyte migration, and global nuclear organization.
FBgn0033691	CG8860	-		In progress.
FBgn0033690	EndoG	Endonuclease G		In progress.
FBgn0033688	Prp8	pre-mRNA processing factor 8		Pre-mRNA processing factor 8 (Prp8) is an essential gene that encodes the largest and most highly conserved splicing factor. Prp8 is a core component of the U5 snRNP, with a key function in pre-mRNA processing catalyzed by the spliceosome.
FBgn0033687	CG8407	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033686	Hen1	Hen1 methyltransferase		Hen1 is a methyltransferase that methylates the terminal 2' hydroxyl group of small interfering RNAs and Piwi-interacting RNAs. Hen1 probably protects the 3' ends of small RNAs from degradation.
FBgn0033685	OSCP1	Organic solute carrier partner 1		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033683	CG18343	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033680	CG13186	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033679	CG8888	-		In progress.
FBgn0033677	CG8321	-		In progress.
FBgn0033673	CG8298	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033672	rho-7	rhomboid-7		Rhomboid-7 (Rho-7) is an intramembrane serine protease of the rhomboid family present in the inner membrane of mitochondria. It regulates mitochondrial fusion during spermatogenesis and muscle development. Rho-7 genetically interacts with fog, Opa1 and Pink1, which is also a substrate of Rho-7.
FBgn0033669	PI31	Proteasome inhibitor 31 kDa		In progress.
FBgn0033668	exp	expansion		Expansion is an atypical Smad-like protein which regulates tube size in the trachea through receptor tyrosine kinase (RTK) pathways, as well as apical secretion pathways.
FBgn0033667	reb	rebuf		Rebuf and the related exp belong to the Smad/FHA superfamily and have interchangeable functions. Both are required for the process of chitin deposition, together with the chitin synthase kkv.
FBgn0033665	Zip48C	Zinc/iron regulated transporter-related protein 48C		In progress.
FBgn0033663	ERp60	ERp60		In progress.
FBgn0033661	CG13185	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033659	Damm	Death associated molecule related to Mch2 caspase		Death associated molecule related to Mch2 caspase (Damm) is one of the seven members of the caspase family of cysteine proteases. Damm overexpression induces cell death.
FBgn0033658	Twdlbeta	Tweedlebeta		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033657	Sln	Silnoon		Silnoon (Sln) is a monocarboxylate transporter that mediates active transport of metabolic monocarboxylates such as butyrate and lactate. Lkb1 induces apical trafficking of Sln in polarized cells, which is crucial for triggering apoptosis induced by extracellular butyrate.
FBgn0033656	S2P	site-2 protease		In progress.
FBgn0033654	Sobp	Sine oculis-binding protein		In progress.
FBgn0033653	CG13192	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033652	ths	thisbe		Thisbe (Ths) is a Fibroblast growth factor (FGF) and ligand for the FGF receptor htl. Ths regulates the development of somatic and visceral muscle in the mesoderm, cardioblasts and glial cells. Ths roles include acting as a chemoattractant in directional cell migration, and regulating adhesion, differentiation, and cell survival.
FBgn0033651	Ir48c	Ionotropic receptor 48c		In progress.
FBgn0033650	CG13193	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033649	pyr	pyramus		Pyramus (Pyr) is a Fibroblast growth factor (FGF) and ligand for the FGF receptor htl. Pyr regulates the development of somatic and visceral muscle in the mesoderm, cardioblasts and glial cells. Pyr roles include acting as a chemoattractant in directional cell migration, and regulating adhesion, differentiation, and cell survival.
FBgn0033648	Ir48b	Ionotropic receptor 48b		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033645	CG13196	-		In progress.
FBgn0033644	Tret1-2	Trehalose transporter 1-2		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033640	CG13198	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033639	CG9003	-		In progress.
FBgn0033638	CG9005	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033636	tou	toutatis		In progress.
FBgn0033635	Prip	Prip		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033633	Smyd4-3	SET and MYND domain containing, class 4, member 3		In progress.
FBgn0033631	Sod3	Superoxide dismutase 3		Superoxide dismutase 3 (Sod3) is an extra-cellular Cu Zn superoxide dismutase that can be produced as secreted and membrane bound forms. Sod3 converts oxygen free radicals to hydrogen peroxide and is involved in free radical defense and redox balance.
FBgn0033629	Tsp47F	Tetraspanin 47F		Tetraspanin 47F (Tsp47F) is a member of the tetraspanin superfamily of integral membrane proteins that are involved in cell adhesion and signal transduction. Tsp47F's exact function(s) are largely unknown.
FBgn0033628	CG13203	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033627	CG13204	-		CG13204 is predicted to be a transcriptional regulator. CG13204 overexpression can partially rescue hng1 loss of function, suggesting either epistasis or an overlaping function between hng1 and CG13204.
FBgn0033624	CG12384	-		In progress.
FBgn0033623	CG13202	-		In progress.
FBgn0033616	CG7745	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033615	CG7741	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033614	Obp47b	Odorant-binding protein 47b		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033610	CG18335	-		In progress.
FBgn0033609	Fbl6	F-box and leucine-rich repeat protein 6		In progress.
FBgn0033608	CG13220	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033437	CG12926	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033434	CG1902	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033431	CG1827	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033429	CG12929	-		In progress.
FBgn0033428	Updo	Updo		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033427	Smyd4-1	SET and MYND domain containing, class 4, member 1		In progress.
FBgn0033426	CG1814	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033423	CG1809	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033422	Or45b	Odorant receptor 45b		Odorant receptor 45b is a multi-transmembrane chemoreceptor that mediates response to volatile chemicals.
FBgn0033421	CG1888	-		In progress.
FBgn0033413	prel	preli-like		Preli-like is a mitochondrial protein in the PRELI/MSF1 family that contributes to the integrity of mitochondrial structures and the activity of respiratory chain complex IV.
FBgn0033412	CG13955	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033408	CG8800	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033405	CG13954	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033404	Or45a	Odorant receptor 45a		Odorant receptor 45a is a multi-transmembrane chemoreceptor that mediates response to volatile chemicals.
FBgn0033403	CG13739	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033402	Myd88	Myd88		Myd88 is an adaptor protein functioning downstream of Tl and upstream of tub in the Toll pathway, a signaling cascade which plays a key role in various developmental and immune processes, notably embryonic dorsoventral patterning and regulation of antimicrobial peptides.
FBgn0033401	CG1968	-		In progress.
FBgn0033400	CG2063	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033397	Cyp4p3	Cyp4p3		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033395	Cyp4p2	Cyp4p2		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033392	CG8027	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033391	CG8026	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033389	Rad51D	Rad51 recombinase D		Rad51 recombinase D (Rad51D) is a spn-A paralog involved in homologous recombination in the repair of double-strand breaks. Rad51D is likely important for regulating spn-A.
FBgn0033388	CG8046	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033387	CG8008	-		In progress.
FBgn0033382	Hydr1	alpha/beta hydrolase 1		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033381	GstE13	Glutathione S transferase E13		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033380	Phax	Phosphorylated adaptor for RNA export		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033379	Mys45A	Mystery 45A		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033378	tsu	tsunagi		In progress.
FBgn0033377	Pmm45A	Phosphomannomutase 45A		In progress.
FBgn0033376	CG8777	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033375	CG8078	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033374	CG13741	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033373	CG8080	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033372	CG13742	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033371	CNT1	Concentrative Nucleoside Transporter 1		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033369	CG8197	-		In progress.
FBgn0033368	CG13743	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033367	PPO2	Prophenoloxidase 2		Prophenoloxidase 2 is stored in large crystals in the crystal cells (a type of hemocyte cell) and is involved in the melanization reaction. It contributes to melanization around wounds and wasp encapsulation and is thought to be activated by proteolytic cleavage by Hayan.
FBgn0033366	Ance-4	Ance-4		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033365	CG8170	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033364	CG13747	-		In progress.
FBgn0033363	CG13744	-		CG13744 is a CLIP-domain-containing serine protease.
FBgn0033362	CG8172	-		In progress.
FBgn0033359	CG8213	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033358	spab	space blanket		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033357	Tom7	Translocase of outer membrane 7		In progress.
FBgn0033356	CG8229	-		In progress.
FBgn0033355	CG13748	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033354	FANCI	Fanconi anemia complementation group I		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033353	CG13749	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033352	PAN2	Poly(A)-binding protein-dependent poly(A) ribonuclease 2		In progress.
FBgn0033351	AIMP1	aaRS-interacting multifunctional protein 1		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033350	CG8237	-		In progress.
FBgn0033349	CG8243	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033348	Spt	Spitting Image		Spitting Image (Spt) is an F-actin binding and stabilizing protein. Spt and Sry-alpha represent a novel clade of the Vinculin/alpha-Catenin superfamily. Spt is maternally provided in early embryos, and it positively regulates F-actin levels during cellularization.
FBgn0033347	CG8248	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033344	CG8252	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033341	MrgBP	MRG/MORF4L binding protein		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033340	CG13751	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033339	Sec31	Secretory 31		In progress.
FBgn0033337	CG8272	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033330	CG8746	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033327	PGRP-SC1b	Peptidoglycan recognition protein SC1b		PGRP-SC1b (and its identical paralog PGRP-SC1a) is a secreted Peptidoglycan Recognition Protein (PGRP) with amidase activity against peptidoglycans.
FBgn0033326	CG14743	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033324	CG14744	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033323	CG12376	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033322	CG8584	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033321	CG8738	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033320	CG8586	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033317	CG8635	-		In progress.
FBgn0033316	CG14749	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033315	beta3GalTII	Galactosyltransferase II		Galactosyltransferase II is involved in the synthesis of a common linkage tetrasaccharide structure of heparan (HS) and chondroitin sulfates (CS). Its roles include regulation of several signaling pathways (Hh, Dpp, Wingless) mediated by HS and CS in development.
FBgn0033313	Cirl	Calcium-independent receptor for alpha-latrotoxin		In progress.
FBgn0033312	CG8642	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033309	CG8735	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033308	CG8736	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033307	CG14752	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033304	Cyp6a13	Cyp6a13		In progress.
FBgn0033302	Cyp6a14	Cyp6a14		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033301	CG12780	-		In progress.
FBgn0033297	Mal-A8	Maltase A8		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033296	Mal-A7	Maltase A7		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033294	Mal-A4	Maltase A4		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033292	Cyp4ad1	Cyp4ad1		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033289	CG2121	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033287	CG8701	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033286	CG2127	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033285	CG18449	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033283	CG11635	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033280	CG12126	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033279	CG2291	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033278	CG14759	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033277	CG14760	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033275	CG14756	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033274	CG14757	-		In progress.
FBgn0033273	Gasz	Gasz		Gasz is an essential factor for primary piRNA biogenesis. It is predicted to stimulate cleavage of piRNA precursors by the endonuclease zuc via the recruitment of piRNA precursors and biogenesis factors to the mitochondrial surface.
FBgn0033272	RagC-D	Ras-related GTP binding C/D		In progress.
FBgn0033271	CG8708	-		In progress.
FBgn0033268	Obp44a	Odorant-binding protein 44a		In progress.
FBgn0033266	Socs44A	Suppressor of Cytokine Signaling at 44A		Suppressor of Cytokine Signaling at 44A (Socs44A) promotes the degradation of interacting proteins by recruiting Cullin/Elongin ubiquitin ligase complexes. Socs44A activity negatively regulates JAK/STAT signaling and positively impacts RTK signaling in a context specific manner, which can impact developmental patterning.
FBgn0033265	coil	coilin		In progress.
FBgn0033264	Nup50	Nucleoporin 50kD		In progress.
FBgn0033261	udd	under-developed		Under-developed interacts with TAF1B and TAF1C-like, and helps to regulate RNA Polymerase I dependent rRNA transcription.
FBgn0033260	Cul4	Cullin 4		Cullin 4 is the molecular scaffold for the CRL4 E3 ubiquitin ligase complex, which catalyzes the ubiquitylation and subsequent destruction of proteins that function in cell growth and proliferation as well as transcription, replication and repair of the genome.
FBgn0033259	CG11210	-		In progress.
FBgn0033258	CG8712	-		In progress.
FBgn0033257	sand	sandman		In progress.
FBgn0033252	CG12769	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033250	CG14762	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033249	CG11191	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033248	Dic3	Dicarboxylate carrier 3		Dicarboxylate carrier 3 (Dic3) is a protein of the inner mitochondrial membrane that belongs to a subfamily of mitochondrial dicarboxylate carriers. Dic3 transports only phosphate, sulphate, and thiosulphate but not dicarboxylates (like the canonical dicarboxylate carrier Dic1). Dic3 is exclusively present in the pupal stage.
FBgn0033247	Nup44A	Nucleoporin at 44A		In progress.
FBgn0033246	ACC	Acetyl-CoA carboxylase		Acetyl-CoA carboxylase (ACC) is a ubiquitous metabolic enzyme. It catalyzes the carboxylation of acetyl-CoA to malonyl-CoA, the rate-limiting substrate for fatty acid synthesis. It is essential in the embryo and in the oencoytes (specialized abdominal cells) for the watertightness of the respiratory system. ACC is required in the fat body for triglyceride storage and in the muscles for locomotor activity.
FBgn0033244	CG8726	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033243	CG14763	-		In progress.
FBgn0033241	CG2915	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033240	CG2906	-		In progress.
FBgn0033238	azot	ahuizotl		In progress.
FBgn0033236	CG14764	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033235	CG8728	-		In progress.
FBgn0033234	MFS12	Major Facilitator Superfamily Transporter 12		In progress.
FBgn0033233	Kdm4A	Lysine (K)-specific demethylase 4A		In progress.
FBgn0033232	CG12159	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033229	CG12822	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033226	CG1882	-		In progress.
FBgn0033225	CG1550	-		In progress.
FBgn0033224	Nop17l	Nop17 like		In progress.
FBgn0033222	CG12824	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033221	CG12825	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033216	CG1946	-		In progress.
FBgn0033215	CG1942	-		In progress.
FBgn0033214	CG1941	-		In progress.
FBgn0033212	LRR	Leucine-rich repeat		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033210	U2A	U2A		U2A is a protein component of the U2 snRNP. The U2 snRNP combines with other snRNPs on the pre-mRNA to assemble a spliceosome.
FBgn0033209	CG12107	-		In progress.
FBgn0033208	mRpL52	mitochondrial ribosomal protein L52		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033207	CG12826	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033206	DCTN4-p62	Dynactin 4, p62 subunit		In progress.
FBgn0033205	CG2064	-		Insufficient genetic data for FlyBase to solicit a summary.
